Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
52752938,Early Indians: The Story of Our Ancestors and Where We Came From,Tony Joseph,"Joseph, Tony",,"=""9353450179""","=""9789353450175""",3,4.34,Juggernaut,Kindle Edition,321,2018,2018,2020/07/07,2020/02/16,,,read,,,,1,0
28815,Influence: The Psychology of Persuasion,Robert B. Cialdini,"Cialdini, Robert B.",,"=""006124189X""","=""9780061241895""",5,4.21,Harper Business,Paperback,320,2006,1984,2020/07/01,2020/06/12,,,read,,,,1,0
16033602,Lean Analytics: Use Data to Build a Better Startup Faster,Alistair Croll,"Croll, Alistair",Benjamin Yoskovitz,"=""1449335675""","=""9781449335670""",0,4.10,O'Reilly Media,Hardcover,440,2013,2013,,2020/06/30,to-read,to-read (#73),to-read,,,,0,0
7148931,"The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman",Timothy Ferriss,"Ferriss, Timothy",,"=""030746363X""","=""9780307463630""",2,3.71,Crown Pub,Hardcover,571,2010,2000,2020/06/12,2020/06/09,,,read,,,,1,0
43160250,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,"Goggins, David",Adam Skolnick,"=""""","=""""",5,4.30,Lioncrest Publishing,Audible Audio,366,2018,2018,2020/06/08,2020/05/12,,,read,,,,1,0
15824369,HBR's 10 Must Reads on Strategic Marketing,Harvard Business Review,"Review, Harvard Business",,"=""1422189880""","=""9781422189887""",2,3.98,Harvard Business Review Press,Paperback,224,2013,2013,2020/06/04,2020/06/04,,,read,,,,1,0
45166937,"Obviously Awesome: How to Nail Product Positioning so Customers Get It, Buy It, Love It",April Dunford,"Dunford, April",,"=""1999023013""","=""9781999023010""",5,4.25,Ambient Press,Kindle Edition,204,2019,,2020/05/28,2020/05/27,,,read,,,,1,0
25734063,"Learning to See Creatively: Design, Color, and Composition in Photography",Bryan Peterson,"Peterson, Bryan",,"=""1607748274""","=""9781607748274""",0,4.11,Amphoto Books,Paperback,160,2015,1988,,2020/05/27,to-read,to-read (#72),to-read,,,,0,0
11208649,Vivian Maier: Street Photographer,Vivian Maier,"Maier, Vivian","Geoff Dyer, John Maloof","=""1576875776""","=""9781576875773""",0,4.49,powerHouse Books,Hardcover,136,2011,2011,,2020/05/27,to-read,to-read (#71),to-read,,,,0,0
34394214,Magnum Contact Sheets,Kristen Lubben,"Lubben, Kristen",,"=""0500292914""","=""9780500292914""",0,4.69,Thames & Hudson,Paperback,524,2017,2011,,2020/05/27,to-read,to-read (#70),to-read,,,,0,0
41943000,"The 1-Page Marketing Plan: Get New Customers, Make More Money, And Stand out From The Crowd",Allan Dib,"Dib, Allan",,"=""1941142982""","=""9781941142981""",5,4.32,Successwise,Kindle Edition,224,2018,2016,2020/05/27,2020/03/22,,,read,"As a beginner in marketing, very informative and guided. ",,,1,0
6642715,The Forty Rules of Love,Elif Shafak,"Shafak, Elif",,"=""""","=""""",5,4.11,Viking,Hardcover,354,2010,2009,2020/05/25,2020/05/13,,,read,,,,1,0
51847897,The Indian Pantry: The Very Best of Rude Food,Vir Sanghvi,"Sanghvi, Vir",,"=""9353053226""","=""9789353053222""",0,3.89,Penguin,Kindle Edition,257,2018,,,2020/05/20,to-read,to-read (#69),to-read,,,,0,0
103592,"Thinking Strategically: The Competitive Edge in Business, Politics, and Everyday Life (Norton Paperback)",Avinash K. Dixit,"Dixit, Avinash K.",Barry J. Nalebuff,"=""0393310353""","=""9780393310351""",0,3.87,W. W. Norton & Company,Paperback,393,1993,1991,,2020/05/12,to-read,to-read (#68),to-read,,,,0,0
38390751,The Infinite Game,Simon Sinek,"Sinek, Simon",,"=""073521350X""","=""9780735213500""",5,4.16,Portfolio,Hardcover,251,2019,2017,2020/05/12,2020/05/03,,,read,,,,1,0
34518020,Diary of a Young Girl,Anne Frank,"Frank, Anne",,"=""""","=""""",5,4.20,Maple Press,Paperback,342,2013,1947,2020/05/10,2020/04/29,,,read,,,,1,0
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""""","=""""",0,4.37,Scribner,Hardcover,368,2017,2017,,2020/05/05,to-read,to-read (#67),to-read,,,,0,0
43848929,Talking to Strangers: What We Should Know About the People We Don't Know,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316478520""","=""9780316478526""",5,4.00,"Little, Brown and Company",Hardcover,388,2019,2019,2020/05/03,2020/01/01,,,read,,,,1,0
35716103,Biriyani,Anthosh Echikkanam,"Echikkanam, Anthosh",,"=""8126473827""","=""9788126473823""",5,3.93,"D.C. Books, Printers, Publishers, Booksellers (10 September 2016)",Paperback,0,2016,,2019/11/24,2019/11/24,favorites,favorites (#2),read,,,,1,0
350900,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.",,"=""0671023373""","=""9780671023379""",4,4.37,Pocket Books,Paperback,224,1985,1946,2020/04/27,2016/08/30,,,read,,,,1,0
48982218,The Science of Sci-Fi: From Warp Speed to Interstellar Travel,Erin  Macdonald,"Macdonald, Erin",,"=""""","=""""",4,3.93,Audible Original,Audible Audio,4,2019,2019,2020/04/24,2020/03/19,,,read,,,,1,0
51232637,Node.js API: Learn server-side JavaScript by building your own Node.js server from scratch,Greg Sidelnikov,"Sidelnikov, Greg",,"=""""","=""""",3,3.80,Learning Curve Books,Kindle Edition,111,2020,,2020/03/28,2020/03/28,,,read,,,,1,0
18664043,The User Experience Team of One: A Research and Design Survival Guide,Leah Buley,"Buley, Leah",,"=""1933820896""","=""9781933820897""",5,4.20,Rosenfeld Media,Kindle Edition,403,2013,,2020/03/23,2019/09/26,,,read,"If you haven’t read any UX related books, this is the very first book you have to read. It is focused on UX practices and gives us a total outline of the disciplines. ",,,1,0
52300107,Caffeine: How Caffeine Created the Modern World,Michael Pollan,"Pollan, Michael",,"=""""","=""""",4,3.72,Audible Original,Audible Audio,2,2020,2020,2020/03/19,2020/03/19,,,read,,,,1,0
42238886,Mindful Design: How and Why to Make Design Decisions for the Good of Those Using Your Product,Scott Riley,"Riley, Scott",,"=""1484242335""","=""9781484242339""",4,4.02,Apress,Paperback,338,2019,,2020/03/18,2020/01/27,,,read,"This is one of those book that every designer should read. The author dive deep into the science of design and explain the essence in detail. <br/>The book is written for beginners but I felt the ideas are not really comprehendible for beginners, especially because of the way of articulations. I wish the editing could have done better and the size could be shorter. ",,,1,0
13463,The How to Think Like Leonardo da Vinci Workbook: Your Personal Companion to How to Think Like Leonardo da Vinci,Michael J. Gelb,"Gelb, Michael J.",,"=""0440508827""","=""9780440508823""",0,3.87,Dell,Hardcover,288,1999,,,2020/03/15,to-read,to-read (#66),to-read,,,,0,0
18702908,Angel Investing: The Gust Guide to Making Money & Having Fun Investing in Startups,David S. Rose,"Rose, David S.",Reid Hoffman,"=""1118858255""","=""9781118858257""",0,4.13,Wiley,Hardcover,283,2014,2014,,2020/03/05,to-read,to-read (#65),to-read,,,,0,0
46223297,Permanent Record,Edward Snowden,"Snowden, Edward",,"=""1250237238""","=""9781250237231""",5,4.30,Metropolitan Books,Hardcover,339,2019,2019,2020/02/26,2020/02/09,favorites,favorites (#47),read,"As expected, enlightening and alarming. Surprisingly very well written too.",,,1,0
14896494,The Iconic Photographs,William Kerry Purcell,"Purcell, William Kerry","Anthony Bannon, Steve McCurry","=""0714865133""","=""9780714865133""",5,4.74,Phaidon Press,Hardcover,272,2012,2010,2020/02/23,2020/02/23,,,read,,,,1,0
3828382,Tribes: We Need You to Lead Us,Seth Godin,"Godin, Seth",,"=""1591842336""","=""9781591842330""",1,3.80,Portfolio,Hardcover,151,2008,2008,2020/02/09,2020/01/29,,,read,Disappointed. The content is not good enough. Not up to Seth Godin standards. ,,,1,0
13155740,Extraordinary Everyday Photography: Awaken Your Vision to Create Stunning Images Wherever You Are,Brenda Tharp,"Tharp, Brenda",Jed Manwaring,"=""081743593X""","=""9780817435936""",5,3.82,Amphoto Books,Paperback,160,2012,2012,2020/02/07,2020/02/07,,,read,,,,1,0
44144500,"Strategic Writing for UX: Drive Engagement, Conversion, and Retention with Every Word",Torrey Podmajersky,"Podmajersky, Torrey",,"=""1492049395""","=""9781492049395""",0,4.22,O'Reilly Media,Paperback,192,2019,,,2020/02/03,to-read,to-read (#64),to-read,,,,0,0
217012,"Design Your Self: Rethinking the Way You Live, Love, Work, and Play",Karim Rashid,"Rashid, Karim",,"=""0060839023""","=""9780060839024""",2,3.78,Harper Paperbacks,Paperback,336,2006,2006,2020/01/27,2020/01/22,,,read,"This is a collection of general life advices. I would say this is not written for general audiences. People from a specific wealth and social segment can only follow most of the advices. <br/>Even though, it encourages us to look at every life decision that we make as a design decision, which is an interesting perspective to look at it. ",,,1,0
7108725,Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,"Sinek, Simon",,"=""1591842808""","=""9781591842804""",5,4.10,Portfolio,Hardcover,256,2009,2009,2018/09/29,2018/09/29,favorites,favorites (#44),read,,,,2,1
36405964,Basheer Phalithangal(ബഷീർ  ഫലിതങ്ങൾ ),Azzez Tharuvana,"Tharuvana, Azzez",,"=""938526978X""","=""9789385269783""",5,3.50,Olive,Hardcover,89,2016,,2019/01/01,2019/01/01,favorites,favorites (#46),read,,,,1,1
43190966,Refactoring UI,Adam Wathan,"Wathan, Adam",Steve Schoger,"=""""","=""""",5,4.65,,ebook,252,2018,,2018/12/17,2018/12/17,favorites,favorites (#45),read,One of the excellent book on design. Instead of talking about cliches this book talks about very practical tips and gives an insight on how the designers mind works when he takes each tiny decisions. ,,,1,1
634583,Wings of Fire: An Autobiography,A.P.J. Abdul Kalam,"Kalam, A.P.J. Abdul",Arun Tiwari,"=""8173711461""","=""9788173711466""",5,4.29,Universities Press,Paperback,180,2011,1999,2018/05/19,2018/01/11,favorites,favorites (#42),read,,,,1,1
13357595,ഹരിദ്വാരിൽ മണികൾ മുഴങ്ങുന്നു | Haridwaril Manikal Muzhangunnu,M. Mukundan,"Mukundan, M.",,"=""812642799X""","=""9788126427994""",0,3.74,DC Books,Paperback,100,2010,1972,2017/08/25,2017/08/24,favorites,favorites (#40),read,,,,1,1
34696391,Design Is Storytelling,Ellen Lupton,"Lupton, Ellen",,"=""194230319X""","=""9781942303190""",5,3.96,"Cooper Hewitt, Smithsonian Design Museum",Paperback,160,2017,2017,2018/05/30,2018/05/20,favorites,favorites (#43),read,,,,1,1
35872277,AATHMAVIN PUSTHAKATHALIL - ആത്മാവിൻ പുസ്തകതാളിൽ,Unnikrishnan Aavala,"Aavala, Unnikrishnan",Kamal,"=""8126467509""","=""9788126467501""",5,4.30,DC Books,Paperback,376,2017,,2017/08/24,2017/07/30,favorites,favorites (#39),read,,,,1,1
17352356,ഒരു ഭഗവദ്‌ഗീതയും കുറെ മുലകളും | Oru Bhagavadgeetayum Kure Mulakalum,Vaikom Muhammad Basheer,"Basheer, Vaikom Muhammad",,"=""""","=""""",5,3.79,DC Books,Paperback,144,2012,1967,2017/06/21,2017/04/25,favorites,favorites (#37),read,,,,1,1
17671377,വിശ്വവിഖ്യാതമായ മൂക്ക് | Viswavikhyathamaya Mookku,Vaikom Muhammad Basheer,"Basheer, Vaikom Muhammad",,"=""""","=""""",5,4.05,dc books,Paperback,,,1943,,2017/04/19,favorites,favorites (#35),read,,,,1,1
18009882,അനർഘനിമിഷം | Anarghanimisham,Vaikom Muhammad Basheer,"Basheer, Vaikom Muhammad",,"=""8171300642""","=""9788171300648""",5,3.85,DC Books,Paperback,72,1983,1945,,2017/04/10,favorites,favorites (#34),read,,,,2,1
20945311,Designing with the Mind in Mind: Simple Guide to Understanding User Interface Design Guidelines,Jeff                                                 Johnson,"Johnson, Jeff",,"=""""","=""""",0,4.11,Morgan Kaufmann,Kindle Edition,234,2013,2010,2019/09/06,2017/01/10,favorites,favorites (#31),read,,,,1,1
9422683,JavaScript Patterns: Build Better Applications with Coding and Design Patterns,Stoyan Stefanov,"Stefanov, Stoyan",,"=""0596806752""","=""9780596806750""",0,4.17,O'Reilly Media,Paperback,216,2010,2010,,2017/01/10,favorites,favorites (#30),read,,,,1,0
11698359,"Universal Methods of Design: 100 Ways to Research Complex Problems, Develop Innovative Ideas, and Design Effective Solutions",Bella Martin,"Martin, Bella",Bruce M. Hanington,"=""1592537561""","=""9781592537563""",1,4.21,Rockport Publishers,Hardcover,208,2012,2012,,2017/01/10,favorites,favorites (#29),read,,,,1,0
13179281,മനുഷ്യന് ഒരു ആമുഖം | Manushyanu Oru Aamugham,Subhash Chandran,"Chandran, Subhash",,"=""""","=""""",5,4.20,D C Books,Paperback,370,2010,2010,2018/05/20,2017/01/10,favorites,favorites (#32),read,,,,1,1
27845536,ഒരു ഭയങ്കര കാമുകൻ | Oru Bhayankara Kamukan,Unni R.,"R., Unni",,"=""8126464739""","=""9788126464739""",5,3.62,DC Books,Paperback,120,2015,2015,2017/03/17,2017/03/16,favorites,favorites (#33),read,,,,1,1
10413697,ബാല്യകാലസഖി | Balyakalasakhi,Vaikom Muhammad Basheer,"Basheer, Vaikom Muhammad",,"=""""","=""""",0,4.24,DC Books,Paperback,88,,1944,,2016/11/07,favorites,favorites (#27),read,,,,1,0
12552587,സിംഹഭൂമി | Simhabhoomi,S.K. Pottekkatt,"Pottekkatt, S.K.",,"=""""","=""""",5,4.02,DC Books,Paperback,,,1954,2017/01/08,2017/01/07,favorites,favorites (#28),read,,,,1,0
14760366,കഥകള്‍ | Kadhakal,Unni R.,"R., Unni",,"=""812643449X""","=""9788126434497""",0,3.72,DC Books,Paperback,183,2012,2012,,2016/09/11,favorites,favorites (#26),read,,,,1,1
23158207,How Google Works,Eric Schmidt,"Schmidt, Eric",Jonathan Rosenberg,"=""""","=""""",5,4.05,Grand Central Publishing,ebook,286,2014,2014,2020/01/20,2016/08/27,favorites,favorites (#1),read,,,,1,1
106835,The Intelligent Investor,Benjamin Graham,"Graham, Benjamin","Jason Zweig, Warren Buffett","=""0060555661""","=""9780060555665""",4,4.24,Harper Business,Paperback,623,2006,1949,2019/01/23,2016/06/01,favorites,favorites (#21),read,,,,1,0
130730,Universal Principles of Design,William Lidwell,"Lidwell, William","Kritina Holden, Jill Butler","=""1592530079""","=""9781592530076""",5,4.16,Rockport Publishers,Hardcover,216,2003,2003,2016/09/28,2016/06/02,favorites,favorites (#22),read,,,,1,0
627206,The New Drawing on the Right Side of the Brain,Betty Edwards,"Edwards, Betty",,"=""0874774241""","=""9780874774245""",5,3.87,Tarcher,Paperback,291,1999,1979,2018/02/18,2016/06/29,favorites,favorites (#23),read,,,,1,1
738248,A Brief History of Time: From the Big Bang to Black Holes,Stephen Hawking,"Hawking, Stephen",,"=""""","=""""",5,4.21,Bantam,Mass Market Paperback,211,1989,1988,2016/10/01,2016/07/26,favorites,favorites (#24),read,,,,1,1
1713426,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,"Ariely, Dan",,"=""""","=""""",5,4.12,HarperCollins Canada ,Hardcover,247,2008,2008,2019/10/02,2016/08/27,favorites,favorites (#25),read,,,,1,1
14062004,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0141033576""","=""9780141033570""",4,4.17,Penguin,Paperback,499,2012,2011,2016/08/13,2016/02/27,favorites,favorites (#16),read,,,,1,1
19346543,The Art of Thinking Clearly,Rolf Dobelli,"Dobelli, Rolf",,"=""0062343963""","=""9780062343963""",5,3.85,Harper,Mass Market Paperback,384,2014,2011,2019/08/15,2016/05/20,favorites,favorites (#20),read,,,,1,1
14289134,Learning Javascript Design Patterns,Addy Osmani,"Osmani, Addy",,"=""""","=""""",5,3.83,O'Reilly,ebook,227,2012,2011,2016/06/19,2016/05/06,favorites,favorites (#19),read,,,,1,0
15707339,കഥകൾ | Kathakal,Santhosh Aechikkanam,"Aechikkanam, Santhosh",,"=""8126434686""","=""9788126434688""",2,3.48,D C Books,Paperback,288,2012,2012,2016/04/23,2016/03/31,favorites,favorites (#18),read,,,,1,1
69242,Made to Stick: Why Some Ideas Survive and Others Die,Chip Heath,"Heath, Chip",Dan Heath,"=""1400064287""","=""9781400064281""",5,3.98,Random House,Hardcover,291,2007,2006,2019/09/26,2016/02/27,favorites,favorites (#13),read,,,,1,0
865,The Alchemist,Paulo Coelho,"Coelho, Paulo",Alan R. Clarke,"=""0061122416""","=""9780061122415""",5,3.92,HarperCollins,Paperback,197,1993,1988,2016/03/17,2016/02/27,favorites,favorites (#15),read,,,,1,1
40488122,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"Duhigg, Charles",,"=""""","=""""",4,4.13,Random House,Kindle Edition,405,2012,2012,2018/12/31,2016/02/27,favorites,favorites (#12),read,,,,1,0
840,The Design of Everyday Things,Donald A. Norman,"Norman, Donald A.",,"=""0465067107""","=""9780465067107""",5,4.15,Basic Books,Paperback,257,2002,1988,,2016/02/27,favorites,favorites (#9),read,,,,2,0
